rxn_id,name,subsystem,essential_Blood,drop_Blood,essential_TumorCore,drop_TumorCore,essential_TumorEdge,drop_TumorEdge
MAR09346,Exchange of GQ1b,Exchange/demand reactions,,,,,,
MAR09347,Exchange of GQ1balpha,Exchange/demand reactions,,,,,,
MAR09348,Exchange of guanosine,Exchange/demand reactions,False,-1.1102230246251565e-15,False,-2.220446049250313e-16,False,-2.220446049250313e-16
MAR09349,Exchange of GT1a,Exchange/demand reactions,,,,,,
MAR09350,Exchange of GSSG,Exchange/demand reactions,,,,,,
MAR09351,Exchange of GSH,Exchange/demand reactions,False,-2.220446049250313e-16,False,-2.220446049250313e-16,False,-2.220446049250313e-16
MAR09352,Exchange of GTP,Exchange/demand reactions,,,,,,
MAR09353,Exchange of guanine,Exchange/demand reactions,,,,,,
MAR09354,Exchange of H2O2,Exchange/demand reactions,,,,,,
MAR09355,Exchange of 4-hydroxy-17beta-estradiol,Exchange/demand reactions,,,,,,
MAR09356,Exchange of umbelliferone,Exchange/demand reactions,,,,,,
MAR09357,Exchange of 6-hydroxypaclitaxel,Exchange/demand reactions,,,,,,
MAR09358,Exchange of hypoxanthine,Exchange/demand reactions,False,-2.220446049250313e-16,,,,
MAR09359,Exchange of IDP,Exchange/demand reactions,,,,,,
MAR09360,Exchange of IMP,Exchange/demand reactions,False,-2.220446049250313e-16,False,0.0,,
MAR09361,Exchange of inositol,Exchange/demand reactions,,,,,,
MAR09362,Exchange of inosine,Exchange/demand reactions,False,-2.220446049250313e-16,,,,
MAR09363,Exchange of cystine,Exchange/demand reactions,,,False,0.0,,
MAR09364,Exchange of leukotriene A4,Exchange/demand reactions,False,-2.220446049250313e-16,,,False,-2.220446049250313e-16
MAR09365,Exchange of leukotriene B4,Exchange/demand reactions,False,-2.220446049250313e-16,,,False,-2.220446049250313e-16
MAR09366,Exchange of leukotriene C4,Exchange/demand reactions,,,False,0.0,,
MAR09367,Exchange of LTD4,Exchange/demand reactions,,,,,False,-2.220446049250313e-16
MAR09368,Exchange of leukotriene E4,Exchange/demand reactions,False,-2.220446049250313e-16,False,0.0,,
MAR09369,Exchange of limonene,Exchange/demand reactions,,,,,,
MAR09370,Exchange of maltose,Exchange/demand reactions,,,,,,
MAR09371,Exchange of maltotriose,Exchange/demand reactions,,,,,,
MAR09372,Exchange of methanol,Exchange/demand reactions,,,,,,
MAR09373,Exchange of L-metanephrine,Exchange/demand reactions,,,,,,
MAR09374,Exchange of 3-mercaptolactate-cysteine-disulfide,Exchange/demand reactions,,,,,,
MAR09375,Exchange of methylglyoxal,Exchange/demand reactions,,,,,,
MAR09376,Exchange of NAD+,Exchange/demand reactions,,,,,,
MAR09377,Exchange of NADP+,Exchange/demand reactions,,,,,,
MAR09378,Exchange of nicotinamide,Exchange/demand reactions,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR09379,Exchange of nifedipine,Exchange/demand reactions,,,,,,
MAR09380,Exchange of hydroxy-nifedipine,Exchange/demand reactions,,,,,,
MAR09381,Exchange of NO,Exchange/demand reactions,,,,,,
MAR09382,Exchange of norepinephrine sulfate,Exchange/demand reactions,,,,,,
MAR09383,Exchange of O2-,Exchange/demand reactions,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR09384,Exchange of 9-O-acetylated-GD3,Exchange/demand reactions,,,,,,
MAR09385,Exchange of 9-O-acetylated-GT3,Exchange/demand reactions,,,,,,
MAR09386,Exchange of hydroxide,Exchange/demand reactions,,,,,,
MAR09387,Exchange of omeprazole,Exchange/demand reactions,,,,,,
MAR09388,"Exchange of (1R,2S)-naphthalene 1,2-oxide",Exchange/demand reactions,,,,,,
MAR09389,Exchange of [protein]-L-lysine,Exchange/demand reactions,False,-2.220446049250313e-16,,,,
MAR09390,Exchange of perillyl alcohol,Exchange/demand reactions,,,,,,
MAR09391,Exchange of phenylacetylglutamine,Exchange/demand reactions,,,,,,
MAR09392,Exchange of phylloquinone,Exchange/demand reactions,,,,,,
MAR09393,Exchange of progesterone,Exchange/demand reactions,,,,,,
MAR09394,Exchange of D-proline,Exchange/demand reactions,,,,,,
MAR09395,Exchange of prostaglandin D2,Exchange/demand reactions,,,,,,
MAR09396,Exchange of prostaglandin E1,Exchange/demand reactions,False,-2.220446049250313e-16,,,,
MAR09397,Exchange of prostaglandin E2,Exchange/demand reactions,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR09398,Exchange of prostaglandin F2alpha,Exchange/demand reactions,,,,,,
MAR09399,Exchange of pyridoxamine,Exchange/demand reactions,False,-2.220446049250313e-16,,,False,-2.220446049250313e-16
MAR09400,Exchange of pyridoxal,Exchange/demand reactions,,,False,0.0,,
MAR09401,Exchange of ribitol,Exchange/demand reactions,False,-2.220446049250313e-16,False,0.0,,
MAR09404,Exchange of retinoate,Exchange/demand reactions,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR09405,Exchange of retinoyl-glucuronide,Exchange/demand reactions,,,,,,
MAR09406,Exchange of ribose,Exchange/demand reactions,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR09407,Exchange of D-serine,Exchange/demand reactions,,,,,,
MAR09408,Exchange of (S)-3-sulfolactate,Exchange/demand reactions,,,,,,
MAR09409,Exchange of sphingosylphosphorylcholine,Exchange/demand reactions,,,,,,
MAR09410,Exchange of sphinganine-1-phosphate,Exchange/demand reactions,False,-2.220446049250313e-16,,,,
MAR09411,Exchange of sphingosine-1-phosphate,Exchange/demand reactions,,,,,,
MAR09412,Exchange of serotonin,Exchange/demand reactions,,,,,,
MAR09413,Exchange of starch structure 1,Exchange/demand reactions,,,,,,
MAR09414,Exchange of starch structure 2,Exchange/demand reactions,,,,,,
MAR09415,Exchange of succinate,Exchange/demand reactions,,,,,,
MAR09416,Exchange of sucrose,Exchange/demand reactions,,,,,,
MAR09417,Exchange of D-tagatose,Exchange/demand reactions,,,,,,
MAR09418,Exchange of taurine,Exchange/demand reactions,,,,,,
MAR09419,Exchange of paclitaxel,Exchange/demand reactions,,,,,,
MAR09420,Exchange of thiocyanate,Exchange/demand reactions,,,False,0.0,,
MAR09421,Exchange of THF,Exchange/demand reactions,,,,,,
MAR09422,Exchange of thymine,Exchange/demand reactions,,,,,False,-2.220446049250313e-16
MAR09423,Exchange of thymidine,Exchange/demand reactions,False,-2.220446049250313e-16,False,0.0,,
MAR09424,Exchange of thyroxine,Exchange/demand reactions,,,,,,
MAR09425,Exchange of tolbutamide,Exchange/demand reactions,,,,,,
MAR09426,Exchange of trehalose,Exchange/demand reactions,,,,,,
MAR09427,Exchange of triiodothyronine,Exchange/demand reactions,,,,,,
MAR09428,"Exchange of 3,5,3-triiodothyronine-4-sulfate",Exchange/demand reactions,,,,,,
MAR09429,Exchange of testosterone,Exchange/demand reactions,,,,,,
MAR09430,Exchange of testosterone glucuronide,Exchange/demand reactions,,,,,,
MAR09431,Exchange of testosterone sulfate,Exchange/demand reactions,,,,,,
MAR09432,Exchange of thiosulfate,Exchange/demand reactions,,,,,,
MAR09433,Exchange of thromboxane A2,Exchange/demand reactions,,,,,,
MAR09434,Exchange of tyramine-O-sulfate,Exchange/demand reactions,,,,,,
MAR09435,Exchange of UDP,Exchange/demand reactions,,,,,False,0.0
MAR09436,Exchange of UMP,Exchange/demand reactions,,,,,,
MAR09437,Exchange of uracil,Exchange/demand reactions,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR09438,Exchange of urea,Exchange/demand reactions,,,False,0.0,,
MAR09439,Exchange of uridine,Exchange/demand reactions,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR09440,Exchange of UTP,Exchange/demand reactions,False,2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR09441,Exchange of vitamin D2,Exchange/demand reactions,,,,,,
MAR09442,Exchange of vitamin D3,Exchange/demand reactions,,,,,,
MAR09443,Exchange of 12-hydroxydodecanoic acid,Exchange/demand reactions,,,,,,
MAR09444,Exchange of 14-hydroxytetradecanoic acid,Exchange/demand reactions,False,-2.220446049250313e-16,,,,
MAR09445,Exchange of 16-hydroxyhexadecanoic acid,Exchange/demand reactions,,,,,,
MAR09446,Exchange of 19-hydroxytestosterone,Exchange/demand reactions,,,,,,
MAR09447,Exchange of galactosylglycerol,Exchange/demand reactions,,,,,,
MAR09448,Exchange of maltodecaose,Exchange/demand reactions,,,,,,
MAR09449,Exchange of phenylacetylglycine,Exchange/demand reactions,,,,,,
MAR09450,Exchange of XTP,Exchange/demand reactions,,,,,,
MAR09451,Exchange of itaconate,Exchange/demand reactions,,,,,False,-2.220446049250313e-16
MAR09452,Exchange of estriol,Exchange/demand reactions,,,,,,
MAR09453,Exchange of etiocholanolone,Exchange/demand reactions,,,,,,
MAR09454,Exchange of D-ornithine,Exchange/demand reactions,,,,,,
MAR09455,Exchange of D-arginine,Exchange/demand reactions,,,,,,
MAR09456,Exchange of ADP-glucose,Exchange/demand reactions,,,,,,
MAR09457,Exchange of ADP-mannose,Exchange/demand reactions,,,,,,
MAR09458,Exchange of D-ribulose,Exchange/demand reactions,,,,,,
MAR09460,Exchange of creatinine,Exchange/demand reactions,,,,,,
MAR09461,"Exchange of glucose-1,6-bisphosphate",Exchange/demand reactions,,,,,,
MAR09462,Exchange of hyodeoxycholate,Exchange/demand reactions,,,,,,
MAR09463,Exchange of glycodeoxycholate,Exchange/demand reactions,,,,,,
MAR09681,Exchange of L-iduronic acid,Exchange/demand reactions,,,,,,
MAR09682,Exchange of 4-nitrophenyl-phosphate,Exchange/demand reactions,,,,,,
MAR09683,Exchange of 5-L-gamma-glutamyl,Exchange/demand reactions,,,,,,
MAR09684,Exchange of agmatine,Exchange/demand reactions,,,,,,
MAR09685,Exchange of D-glucitol,Exchange/demand reactions,,,,,,
MAR09686,Exchange of G00022,Exchange/demand reactions,,,,,,
MAR09687,Exchange of G00032,Exchange/demand reactions,,,,,,
MAR09688,Exchange of G00086,Exchange/demand reactions,,,,,,
MAR09689,Exchange of N-acetyl-D-mannosamine,Exchange/demand reactions,,,,,,
MAR09690,Exchange of orotate,Exchange/demand reactions,,,,,False,-2.220446049250313e-16
MAR09691,Exchange of pyridoxal-phosphate,Exchange/demand reactions,,,,,,
MAR09692,Exchange of spermine dialdehyde,Exchange/demand reactions,,,False,0.0,,
MAR09693,Exchange of xanthurenate,Exchange/demand reactions,,,,,False,-2.220446049250313e-16
MAR09694,Exchange of homovanillate,Exchange/demand reactions,,,,,,
MAR09695,Exchange of G00040,Exchange/demand reactions,,,,,,
MAR09696,Exchange of G00079,Exchange/demand reactions,,,,,,
MAR09697,Exchange of G00082,Exchange/demand reactions,,,,,,
MAR09698,Exchange of G00083,Exchange/demand reactions,,,,,,
MAR09699,Exchange of V3(NeuAc)2-Gb5Cer,Exchange/demand reactions,,,,,,
MAR09700,Exchange of n5m2masn,Exchange/demand reactions,,,,,,
MAR09701,Exchange of coproporphyrin I,Exchange/demand reactions,,,,,,
MAR09702,Exchange of coproporphyrin III,Exchange/demand reactions,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR09703,Exchange of gpi_sig,Exchange/demand reactions,,,,,,
MAR09704,Exchange of dgpi_prot heparan sulfate,Exchange/demand reactions,,,,,,
MAR09705,Exchange of dem2emgacpail_prot heparan sulfate,Exchange/demand reactions,,,,,,
MAR09706,"Exchange of glcnac-alpha-1,4-core 2",Exchange/demand reactions,,,,,,
MAR09707,Exchange of 3-deoxy-D-glycero-D-galacto-2-nonulosonic acid,Exchange/demand reactions,,,,,,
MAR09708,Exchange of eumelanin,Exchange/demand reactions,,,,,,
MAR09709,Exchange of core 5,Exchange/demand reactions,,,,,,
MAR09710,Exchange of core 7,Exchange/demand reactions,,,,,,
MAR09711,Exchange of core 8,Exchange/demand reactions,,,,,,
MAR09712,Exchange of mem2emgacpail_prot heparan sulfate,Exchange/demand reactions,,,,,,
MAR09713,Exchange of 4-hydroxyretinoic acid,Exchange/demand reactions,,,,,,
MAR09714,Exchange of m3gacpail_prot heparan sulfate,Exchange/demand reactions,,,,,,
MAR09715,Exchange of spermine,Exchange/demand reactions,,,False,0.0,,
MAR09721,Exchange of dolichol,Exchange/demand reactions,,,,,,
MAR09729,Exchange of glycogen,Exchange/demand reactions,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR09730,Exchange of albumin,Exchange/demand reactions,,,,,,
MAR09725,,Artificial reactions,False,-2.220446049250313e-16,,,,
MAR00031,,Pool reactions,,,,,,
MAR00021,,Artificial reactions,,,,,,
MAR00022,,Artificial reactions,,,,,,
MAR00023,,Artificial reactions,,,,,,
MAR00033,,Artificial reactions,,,,,,
MAR00034,,Artificial reactions,,,,,,
MAR00035,,Artificial reactions,,,,,,
MAR00036,,Artificial reactions,False,-2.220446049250313e-16,,,,
MAR00037,,Artificial reactions,,,,,,
MAR00038,10-Formyltetrahydrofolate Mitochondrial Transport via Diffusion,Transport reactions,,,,,False,-2.220446049250313e-16
MAR00040,3- (4-Hydroxyphenyl-)Lactate Formation,Ubiquinone synthesis,,,,,,
MAR00041,Hydroxylation of 3-Decaprenyl-4-Hydroxybenzoate (NADH),Ubiquinone synthesis,,,,,,
MAR00043,3-Hydroxyisobutyryl-Coenzyme A Hydrolase,Beta-alanine metabolism,,,,,,
MAR00044,3-Hydroxypropionate Dehydrogenase,Propanoate metabolism,,,,,,
MAR00045,3-Methyl-2-Oxobutanoate Mitochondrial Transport via Proton Symport,Transport reactions,,,,,,
MAR00046,"3'-Nucleotidase (AMP), Lysosomal",Purine metabolism,,,,,,
MAR00047,4-Hydroxybenzoyl Coenzyme A Formation,Ubiquinone synthesis,,,,,,
MAR00048,4-Hydroxybenzoate Formation,Ubiquinone synthesis,,,,,,
MAR00049,"4-Methylpentanal Transport, Endoplasmatic Reticulum",Transport reactions,,,,,,
MAR00050,5-Formyltetrahydrofolate Transport via Anion Antiport,Transport reactions,,,,,,
MAR00051,"5-Hydroxyindoleacetaldehyde:NAD+ Oxidoreductase, Mitochondrial",Tryptophan metabolism,,,,,,
MAR00052,5-Hydroxy-L-Tryptophan Secretion via Secretory Vesicle (ATP Driven),Transport reactions,,,,,,
MAR00053,5-Methyltetrahydrofolate Transport via Anion Antiport,Transport reactions,,,,,,
MAR00054,Cholesterol Precursor Intracellular Transport,Transport reactions,,,False,0.0,,
MAR00055,Alpha-Mannosidase,N-glycan metabolism,,,,,,
MAR00056,Acetoacetate Intracellular Transport Unknown Mechanism,Transport reactions,False,-2.220446049250313e-16,False,0.0,,
MAR00057,Acetyl Coenzyme A Transport,Transport reactions,False,-2.220446049250313e-16,False,0.0,,
MAR00058,Acetylcholine Secretion via Secretory Vesicle (ATP Driven),Transport reactions,,,,,,
MAR00060,O-Acetylcarnintine Transport into Mitochondria via Diffusion,Transport reactions,,,,,,
MAR00061,Acetate Mitochondrial Transport via Proton Symport,Transport reactions,,,,,,
MAR00062,"ADPribose Diphosphatase, Mitochondrial",Nucleotide metabolism,,,,,,
MAR00063,Fatty Acid Intracellular Transport,Transport reactions,,,,,,
MAR00064,Transport into the Mitochondria (Carnitine),Fatty acid oxidation,,,,,,
MAR00065,Adrenaline Secretion via Secretory Vesicle (ATP Driven),Transport reactions,,,,,,
MAR00066,"L-Alanine Reversible Transport via Proton Symport, Lysosomal",Transport reactions,,,,,,
MAR00067,"Aldehyde Dehydrogenase (Pristanal, NAD)",Fatty acid oxidation,,,,,,
MAR00068,Alkaline Phosphatase,Glycerophospholipid metabolism,,,,,,
MAR00069,Alpha-Methylacyl Coenzyme A Racemase (Reductase),Bile acid biosynthesis,,,,,,
MAR00070,Alpha-Methylacyl Coenzyme A Racemase (Reductase),Bile acid biosynthesis,,,,,,
MAR00071,Alpha-Methylacyl Coenzyme A Racemase,Bile acid biosynthesis,,,,,,
MAR00072,"Alpha-Amylase, Extracellular (Glygn2 -> Glygn4)",Starch and sucrose metabolism,,,,,,
MAR00073,"Apocarboxylase Formation, Mitochondrial",Biotin metabolism,,,,,,
MAR00074,"Proteolysis of ApoC-Lys-Biotin, Mitochondrial",Biotin metabolism,,,,,,
MAR00075,Fatty Acid Intracellular Transport,Transport reactions,,,,,,
MAR00076,Transport into the Mitochondria (Carnitine),Fatty acid oxidation,,,,,,
MAR00077,Fatty Acid Intracellular Transport,Transport reactions,,,,,,
MAR00078,Intracellular Transport,Transport reactions,,,,,,
MAR00079,Arginine Mitochondrial Transport via Ornithine Carrier,Transport reactions,,,False,0.0,,
MAR00080,"V-Type ATPase, H+ Transporting, Lysosomal",Transport reactions,,,,,,
MAR00081,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",Blood group biosynthesis,,,,,,
MAR00082,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",Blood group biosynthesis,,,,,,
MAR00083,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,Bile acid biosynthesis,,,,,,
MAR00084,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,Bile acid biosynthesis,,,,,,
MAR00085,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,Bile acid biosynthesis,,,,,,
MAR00086,"Biotin-[Acetyl Coenzyme A-Carboxylase] Ligase, Mitochondrial",Biotin metabolism,,,,,,
MAR00087,B-Alanine Secretion via Secretory Vesicle (ATP Driven),Transport reactions,,,,,,
MAR00088,"Beta-Aminopropion Aldehyde:NAD+ Oxidoreductase, Mitochondrial",Beta-alanine metabolism,,,,,,
MAR00089,Glucuronidated Compound Transport,Transport reactions,,,False,0.0,,
MAR00090,Glucuronidated Compound Transport,Transport reactions,False,-2.220446049250313e-16,,,False,-2.220446049250313e-16
MAR00091,"Biotinidase (Biotin), Mitochondrial",Biotin metabolism,,,,,,
MAR00092,"Holocarboxylase Synthestase (Biotin Protein Ligase), Mitochondrial",Biotin metabolism,,,,,,
MAR00093,"Biotin Reversible Transport via Proton Symport, Mitochondria",Transport reactions,,,,,,
MAR00094,Biotin Transport via Sodium Symport,Transport reactions,,,,,,
MAR00095,Biotin Uptake (Antiport),Transport reactions,False,-2.220446049250313e-16,,,,
MAR00097,"Butyrate Mitochondrial Transport via Proton Symport, Reversible",Transport reactions,,,,,,
MAR00098,Beta-Tocopherol (Vit. E) Transport,Transport reactions,,,,,,
MAR00099,Benzoate Transport (Diffusion),Transport reactions,,,,,,
MAR00100,"Benzene Transporter, Endoplasmic Reticulum",Transport reactions,,,,,,
MAR00101,C-14 Sterol Reductase,Cholesterol metabolism,,,,,,
MAR00102,C160 Transport into the Mitochondria,Fatty acid oxidation,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR00103,Carnitine O-Palmitoyltransferase,Fatty acid oxidation,False,-2.220446049250313e-16,,,,
MAR00104,C161 Transport into the Mitochondria,Fatty acid oxidation,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR00105,C161 Transport into the Mitochondria,Fatty acid oxidation,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR00106,C161 Transport into the Mitochondria,Fatty acid oxidation,,,False,0.0,,
MAR00107,C180 Transport into the Mitochondria,Fatty acid oxidation,,,False,0.0,,
MAR00108,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,Fatty acid oxidation,,,,,,
MAR00109,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,Fatty acid oxidation,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR00110,C181 Transport into the Mitochondria,Fatty acid oxidation,False,-2.220446049250313e-16,,,False,-2.220446049250313e-16
MAR00111,Arachidonic Acid Transport into the Mitochondria,Fatty acid oxidation,,,,,,
MAR00112,C226 Transport into the Mitochondria,Fatty acid oxidation,False,-2.220446049250313e-16,,,False,-2.220446049250313e-16
MAR00113,C-3 Sterol Dehydrogenase (4-Methylzymosterol),Cholesterol metabolism,,,,,,
MAR00114,C-3 Sterol Dehydrogenase (4-Methylzymosterol),Cholesterol metabolism,,,,,,
MAR00115,C-3 Sterol Keto Reductase (Zymosterol),Cholesterol metabolism,,,,,,
MAR00116,"C-4 Sterol Methyl Oxidase (4, 4-Dimethylzymosterol)",Cholesterol metabolism,,,,,,
MAR00117,C-4 Methyl Sterol Oxidase,Cholesterol metabolism,,,,,,
MAR00118,C-4 Methyl Sterol Oxidase,Cholesterol metabolism,,,,,,
MAR00119,Ca ATPase,Transport reactions,,,,,,
MAR00120,Intracellular Transport,Transport reactions,,,,,,
MAR00121,Phosphatidate Cytidylyltransferase,Glycerophospholipid metabolism,,,,,,
MAR00122,Phosphatidate Cytidylyltransferase,Glycerophospholipid metabolism,,,,,,
MAR00123,Cholesterol Intracellular Transport,Transport reactions,False,-2.220446049250313e-16,,,,
MAR00124,Citrulline Mitochondrial Transport via Proton Antiport,Transport reactions,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR00125,"Citrate Transport, Mitochondrial",Transport reactions,,,,,,
MAR00126,Chloride Transport via Hydroxide Antiport (2:1),Transport reactions,,,,,,
MAR00127,Fatty Acid Intracellular Transport,Transport reactions,,,,,,
MAR00128,Transport into the Mitochondria (Carnitine),Fatty acid oxidation,False,-2.220446049250313e-16,,,,
MAR00129,Cardiolipin Synthase (Homo Sapiens),Glycerophospholipid metabolism,,,,,,
MAR00130,CO2 Nuclear Transport via Diffusion,Transport reactions,,,,,,
MAR00131,Methyltransferase Coq3,Ubiquinone synthesis,,,,,,
MAR00132,Ubiquinone Biosynthesis Methyltransferase Coq5,Ubiquinone synthesis,,,,,,
MAR00133,Ubiquinone Biosynthesis Monooxgenase Coq6,Ubiquinone synthesis,,,,,,
MAR00134,Ubiquinone Biosynthesis Coq7,Ubiquinone synthesis,,,,,,
MAR00135,P-Coumaroyl Coenzyme A Formation,Ubiquinone synthesis,,,,,,
MAR00136,Crmp Hs Transport,Transport reactions,,,,,,
MAR00137,L-Carnitine Outward Transport (H+ Antiport),Transport reactions,,,,,,
MAR00138,Carnitine Transport Peroxisome to Mitochondria,Transport reactions,,,,,,
MAR00139,"Carnitine Dimethyl Nonanoyl Transferase, Revsible, Peroxisomal",Fatty acid oxidation,,,,,,
MAR00140,"Transport of Diacylglycerol, Endoplasmatic Reticulum",Transport reactions,,,,,,
MAR00141,Diacylglycerol Phosphate Kinase (Homo Sapiens),Glycerophospholipid metabolism,,,,,,
MAR00142,Diacylglycerol Transport,Transport reactions,,,,,,
MAR00143,Transport into the Mitochondria (Carnitine),Fatty acid oxidation,,,,,,
MAR00144,Palmitoyl Coenzyme A Desaturase (N-C16:0CoA -> N-C16:1CoA),Fatty acid biosynthesis,,,,,,
MAR00145,Fatty Acyl Coenzyme A Desaturase (N-C18:2CoA -> N-C18:3CoA),Fatty acid biosynthesis,False,-2.220446049250313e-16,,,,
MAR00146,Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA),Fatty acid biosynthesis,,,,,,
MAR00147,Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA),Fatty acid biosynthesis,,,,,,
MAR00148,Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA),Fatty acid biosynthesis,,,,,,
MAR00149,Fatty Acyl Coenzyme A Desaturase (N-C18:1CoA -> N-C18:2CoA),Fatty acid biosynthesis,,,,,,
MAR00150,Fatty Acyl Coenzyme A Desaturase (N-C18:1CoA -> N-C18:2CoA),Fatty acid biosynthesis,,,,,,
MAR00151,Fatty Acyl Coenzyme A Desaturase (N-C18:1CoA -> N-C18:2CoA),Fatty acid biosynthesis,,,,,,
MAR00152,Fatty Acyl Coenzyme A Desaturase (N-C18:2CoA -> N-C18:3CoA),Fatty acid biosynthesis,False,-2.220446049250313e-16,,,,
MAR00181,Fatty Acyl Coenzyme A Desaturase (N-C20:3CoA -> N-C20:4CoA),Fatty acid biosynthesis,,,,,,
MAR00186,Fatty Acyl Coenzyme A Desaturase (N-C20:4CoA -> N-C20:5CoA),Fatty acid biosynthesis,,,,,False,-2.220446049250313e-16
MAR00205,Fatty Acyl Coenzyme A Desaturase (N-C22:4CoA -> N-C22:5CoA),Fatty acid biosynthesis,,,,,,
MAR00218,Fatty Acyl Coenzyme A Desaturase (N-C22:5CoA -> N-C22:6CoA),Fatty acid biosynthesis,,,,,,
MAR00219,Bile Acid Intracellular Transport,Transport reactions,False,-2.220446049250313e-16,,,,
MAR00220,Bile Acid Intracellular Transport,Transport reactions,,,,,,
MAR00221,"Lipid, Flip-Flop Intracellular Transport",Transport reactions,False,-2.220446049250313e-16,,,,
MAR00222,24-Dehydrocholesterol Reductase [Precursor],Cholesterol metabolism,,,,,,
MAR00227,7-Dehydrocholesterol Reductase,Cholesterol metabolism,,,,,,
MAR00228,7-Dehydrocholesterol Reductase,Cholesterol metabolism,,,False,0.0,,
MAR00229,Dihydrofolate Reversible Mitochondrial Transport,Transport reactions,,,,,,
MAR00251,"2, 3-Diketo-5-Methylthio-1-Phosphopentane Degradation Reaction",Arginine and proline metabolism,,,,,,
MAR00252,Transport into the Mitochondria (Carnitine),Fatty acid oxidation,,,,,,
MAR00285,Dimethylallyltranstransferase,Cholesterol metabolism,,,,,,
MAR00286,"Transport of 2, 6 Dimethylheptanoyl Carnitine, Mitochondrial",Fatty acid oxidation,,,False,0.0,,
MAR00315,"4, 8 Dimethylnonanoyl Carnitine Transport, Mitochondrial",Fatty acid oxidation,,,,,,
MAR00316,Dolichyl Beta-D-Glucosyl Phosphate Flippase (Liver),N-glycan metabolism,,,,,,
MAR00333,"Dolichol Diffusion, Human (Uterus)",N-glycan metabolism,,,,,,
MAR00334,Secretion of Dopamine via Secretory Vesicle (ATP Driven),Transport reactions,,,,,,
MAR00441,Diphosphomevalonate Decarboxylase,Cholesterol metabolism,,,,,,
MAR00442,"D-Proline Oxidase, Perixosomal",Arginine and proline metabolism,,,,,,
MAR00443,"3-Beta-Hydroxysteroid-Delta (8), Delta (7)-Isomerase",Cholesterol metabolism,,,,,,
MAR00447,"Ecgonine Isomerase, Endoplasmatic Reticulum",Alkaloids biosynthesis,,,,,,
MAR00451,"Transport of 8Z,11Z,14Z,17Z-Eicosatetraenoylcarnitine, Mitochondrial",Fatty acid oxidation,,,,,,
MAR00452,Carnitine O-Palmitoyltransferase,Fatty acid oxidation,,,,,,
MAR00455,Carnitine Transferase,Fatty acid oxidation,,,,,,
MAR00465,"Transport of (9E)-Octadecenoylcarnitine, Mitochondrial",Fatty acid oxidation,,,,,,
MAR00471,Endo-Beta-N-Acetylglucosaminidase,N-glycan metabolism,,,,,,
MAR00472,Endo-Beta-N-Acetylglucosaminidase,N-glycan metabolism,,,,,,
MAR00473,"Endomannosidase (Glc1Man-Producing), Golgi Apparatus",N-glycan metabolism,,,,,,
MAR00474,"Endomannosidase (Glc2Man-Producing), Golgi Apparatus",N-glycan metabolism,,,,,,
MAR00475,"Endomannosidase (Glc3Man-Producing), Golgi Apparatus",N-glycan metabolism,,,,,,
MAR00480,"Endomannosidase (M6Masnc-Producing), Golgi Apparatus",N-glycan metabolism,,,,,,
MAR00485,"Endomannosidase (M6Masnb2-Producing), Golgi Apparatus",N-glycan metabolism,,,,,,
MAR00554,"Endomannosidase (M5Masnb1-Producing), Golgi Apparatus",N-glycan metabolism,,,,,,
MAR00564,Exchange of 1-Acyl Phosphoglycerol,Exchange/demand reactions,,,,,,
MAR00565,Exchange of Fatty Acid 9-Cis-Retinol,Exchange/demand reactions,,,,,,
MAR00566,Exchange of adrenic acid,Exchange/demand reactions,False,-2.220446049250313e-16,False,0.0,False,-2.220446049250313e-16
MAR00567,Exchange of eicosanoate,Exchange/demand reactions,,,,,False,-2.220446049250313e-16
