"","Blood","TumorCore","TumorEdge"
"RP4-547N15.3",2,0,0
"IL23R",21,47,94
"RP11-131O15.2",0,0,1
"SERBP1",3759,3576,5224
"GADD45A",162,1547,1245
"GNG12",1,1,1
"GNG12-AS1",0,0,0
"DIRAS3",0,110,54
"WLS",1,32,15
"CTBP2P8",0,0,0
"RPS7P4",19,3,5
"DEPDC1",0,1,4
"DEPDC1-AS1",0,0,0
"LRRC7",4,1,1
"LRRC40",152,111,213
"RN7SL242P",6,1,7
"SRSF11",2526,2148,3576
"RP4-677H15.4",0,0,0
"ANKRD13C",209,170,337
"HHLA3",112,56,81
"CTH",13,12,49
"Metazoa-SRP.6",0,0,0
"RP11-42O15.3",0,0,0
"RP11-42O15.2",2,3,0
"PTGER3",1,0,2
"ZRANB2-AS1",3,2,0
"ZRANB2",2346,883,1569
"ZRANB2-AS2",1,7,2
"RP11-115M14.1",1,0,0
"NEGR1",0,0,1
"GDI2P2",0,0,0
"RPL31P12",1,1,0
"RP4-660H19.1",1,0,0
"LRRIQ3",58,10,27
"FPGT",54,40,75
"FPGT-TNNI3K",18,2,7
"TNNI3K",1,0,2
"ERICH3",0,3,0
"RP11-17E13.2",0,3,2
"CRYZ",159,100,188
"TYW3",366,272,478
"RP4-595K12.2",0,0,1
"ACADM",551,402,701
"RABGGTB",742,470,958
"MSH4",0,0,0
"ST6GALNAC3",5,22,34
"RP5-1102E8.3",3,1,2
"TPI1P1",2,0,4
"ST6GALNAC5",0,0,4
"PIGK",280,210,292
"RP4-706A16.3",4823,1816,2613
"RP11-363H12.1",0,0,0
"AK5",214,4,7
"ZZZ3",369,210,365
"RN7SL370P",0,2,0
"USP33",756,414,788
"RP11-181C21.4",31,38,37
"NSRP1P1",125,71,102
"NEXN-AS1",0,0,1
"NEXN",13,7,25
"FUBP1",1183,938,1453
"DNAJB4",53,263,604
"GIPC2",6,3,5
"RP11-386I14.4",1045,622,1002
"RP11-386I14.3",0,2,1
"PTGFR",0,0,0
"IFI44L",447,218,623
"IFI44",348,431,808
"RP4-641G12.3",1,0,1
"RP4-641G12.4",1,1,1
"RP3-445O10.1",1,2,5
"RP5-837I24.1",1,0,2
"TTLL7",13,2,15
"TTLL7-IT1",0,0,0
"RP11-486G15.2",47,3,17
"PRKACB",837,617,1153
"SAMD13",3,0,1
"UOX",0,0,0
"DNASE2B",0,0,0
"RPF1",783,599,931
"GNG5",1868,1527,2553
"SPATA1",12,8,19
"CTBS",473,320,487
"SSX2IP",73,43,77
"LPAR3",10,0,4
"MCOLN2",145,144,348
"WDR63",15,3,12
"MCOLN3",108,7,10
"RP11-33E12.2",7,1,1
"SYDE2",87,4,38
"C1orf52",426,320,590
"BCL10",229,268,459
"RP11-131L23.1",0,1,2
"DDAH1",0,1,0
"CYR61",0,2,0
"ZNHIT6",435,259,411
"COL24A1",0,0,0
"ODF2L",2833,1789,3111
"CLCA2",0,0,0
"RP4-651E10.4",0,0,0
"RP4-612B15.3",41,28,41
"SH3GLB1",994,1186,1808
"RP4-612B15.2",9,5,5
"HS2ST1",163,94,177
"RP4-604K5.3",0,1,0
"RP5-1052I5.2",0,0,0
"RP11-384B12.2",12,2,2
"RP11-384B12.3",1,0,0
"LINC01140",0,0,0
"LMO4",410,515,1020
"RP11-60A14.1",2,0,0
"PKN2-AS1",1,0,1
"PKN2",525,383,654
"GTF2B",449,865,1580
"RBMXL1",278,190,334
"GBP3",509,406,676
"GBP1",833,986,1558
"PTGES3P1",39,21,35
"GBP2",1668,3221,4083
"GBP7",15,9,26
"GBP4",661,1066,1264
"GBP5",866,1797,2332
"RP5-908D6.1",1,0,1
"GBP6",6,0,3
"GBP1P1",32,25,38
"LRRC8B",111,121,172
"FLJ27354",62,32,50
"RP11-413E1.4",1,0,3
"LRRC8C",315,275,533
"RP5-943J3.1",1,0,3
"RP5-943J3.2",22,3,4
"LRRC8D",125,107,191
"ZNF326",440,287,522
"RP4-665J23.1",2,0,1
"PHKA1P1",1,0,0
"ZNF644",804,606,1136
"RPL5P6",5,2,4
"HFM1",0,0,0
"CDC7",65,30,81
"HSP90B3P",0,1,2
"TGFBR3",190,141,188
"RN7SL653P",21,13,35
"BRDT",4,7,33
"EPHX4",14,9,11
"SETSIP",0,3,1
"RP4-621B10.8",1,0,0
"GLMN",170,159,297
"RPAP2",819,462,739
"GFI1",143,247,400
"EVI5",16,36,48
"RP4-593M8.1",0,0,0
"HMGB3P9",0,0,0
"RP11-330C7.3",0,0,0
"RPL5",65382,18787,28982
"FAM69A",83,113,173
"RP11-386I23.1",41,30,37
"RN7SL692P",1,1,0
"MTF2",796,711,1030
"TMED5",551,509,894
"CCDC18",133,96,145
"RP4-612C19.1",2,1,0
"DR1",807,687,1263
"FNBP1L",9,0,6
"BCAR3",7,6,6
"RP5-1033H22.2",0,0,0
"RP11-488P3.1",3,0,1
"RP4-561L24.3",5,3,5
"DNTTIP2",1019,854,1475
"GCLM",439,305,569
"ARHGAP29",0,1,5
"RN7SL440P",0,0,1
"ABCD3",154,102,196
"F3",1,0,0
"SLC44A3",7,3,7
"CNN3",56,5,12
"RP4-639F20.1",4,0,4
"ALG14",89,56,92
"TMEM56",4,0,0
"TMEM56-RWDD3",2,2,4
"RP11-57H12.3",1,0,0
"RWDD3",20,25,29
"UBE2WP1",0,0,0
"EEF1A1P11",5,1,1
"RPL7P9",3257,1344,2337
"PTBP2",104,63,132
"DPYD",412,253,358
"DPYD-AS1",1,2,0
"DPYD-IT1",7,5,3
"SEC63P1",15,19,37
"RPL26P9",0,0,1
"RP11-272L13.2",0,2,2
"DPYD-AS2",0,0,3
"RP11-272L13.4",0,0,0
"SNX7",11,2,5
"RP11-234N17.1",22,13,19
"PALMD",0,0,0
"FRRS1",1,0,1
"AGL",305,220,355
"RP5-884G6.2",12,2,5
"SLC35A3",448,253,435
"RP4-714D9.5",22,31,48
"SASS6",171,99,144
"TRMT13",626,240,456
"LRRC39",4,2,5
"DBT",319,137,224
"RTCA-AS1",4,4,5
"RTCA",469,445,730
"CDC14A",547,232,434
"BCAS2P2",8,6,8
"RP5-837M10.4",0,3,0
"GPR88",0,0,1
"VCAM1",6,132,290
"EXTL2",42,30,66
"RP4-549L20.3",5,7,8
"SLC30A7",553,283,570
"HNRNPA1P68",0,0,1
"DPH5",724,191,309
"RP11-421L21.2",12,5,16
"RP11-421L21.3",157,46,47
"RP4-575N6.4",70,7,21
"S1PR1",289,103,131
"RP4-575N6.5",13,7,4
"RP4-575N6.2",16,3,3
"LINC01307",0,0,1
"RNPC3",589,205,326
"AMY2B",45,9,32
"RP11-364B6.2",2,0,1
"SEPT2P1",0,0,0
"RP11-90H3.1",24,9,28
"PRMT6",56,54,91
"NTNG1",0,0,0
"RP11-270C12.3",18,20,27
"VAV3",110,283,408
"VAV3-AS1",1,2,4
"RP11-356N1.2",0,0,2
"SLC25A24",270,236,455
"RP11-483I13.5",0,0,0
"RP11-483I13.6",1,1,2
"SLC25A24P1",18,7,12
"FAM102B",46,72,129
"HENMT1",338,223,453
"PRPF38B",3800,2849,4657
"FNDC7",0,1,3
"STXBP3",818,545,808
"AKNAD1",0,0,0
"RP11-475E11.9",2,2,1
"GPSM2",98,44,99
"CLCC1",145,82,111
"WDR47",30,64,109
"RP5-1065J22.2",0,0,2
"RP11-20O24.4",1721,421,688
"RP11-20O24.1",3,2,14
"TAF13",94,163,299
"RP5-1065J22.8",42,24,48
"TMEM167B",595,311,475
"SCARNA2",9,5,10
"C1orf194",4,2,1
"KIAA1324",80,89,136
"SARS",1258,958,1414
"CELSR2",6,1,5
"PSRC1",2,2,4
"SORT1",0,1,2
"PSMA5",1651,1561,2248
"SYPL2",0,0,0
"ATXN7L2",41,22,29
"CYB561D1",92,39,74
"AMIGO1",55,7,13
"GPR61",1,0,0
"GNAI3",838,707,1421
"AMPD2",179,113,156
"RPL7P8",4,0,2
"GSTM4",73,15,85
"GSTM2",31,6,17
"GSTM1",0,0,2
"GSTM5",0,0,0
"GSTM3",277,56,166
"EPS8L3",0,0,1
"RP11-195M16.3",0,0,0
"CSF1",47,242,447
"AHCYL1",252,227,316
"STRIP1",186,146,305
"RP4-773N10.4",5,4,9
"ALX3",1,0,0
"KCNC4-AS1",1,0,0
"KCNC4",41,19,37
"RP5-1074L1.1",1,1,2
"RBM15",141,123,241
"LAMTOR5-AS1",23,14,20
"SLC16A4",91,40,59
"RP5-1074L1.4",13,5,7
"LAMTOR5",1681,1505,2424
"KCNA2",13,4,3
"RP11-284N8.3",210,134,191
"KCNA3",163,143,184
"NRBF2P3",0,1,0
"CD53",5517,4575,8099
"RP11-96K19.4",5,8,6
"RP11-96K19.2",4,4,8
"LRIF1",360,225,398
"RP11-96K19.5",13,6,8
"DRAM2",727,411,664
"CEPT1",337,191,298
"RP5-1180E21.4",2,2,3
"RP5-1180E21.5",368,101,198
"DENND2D",1549,1037,1897
"CHI3L2",243,105,281
"PIFO",12,1,8
"OVGP1",12,1,8
"RP11-552M11.8",16,1,8
"RP11-552M11.4",27,7,10
"WDR77",294,94,171
"ATP5F1",2679,1524,2573
"C1orf162",2488,319,605
"ADORA3",1,1,3
"RAP1A",2847,2323,3595
"LINC01160",0,2,1
"KRT18P57",1,0,1
"FAM212B",13,16,22
"FAM212B-AS1",1,0,1
"DDX20",157,93,194
"KCND3",3,0,4
"CTTNBP2NL",1,97,80
"WNT2B",61,23,35
"RP4-671G15.2",0,0,1
"ST7L",210,70,198
"CAPZA1",2628,2223,3898
"MOV10",162,103,191
"RP11-426L16.3",30,48,53
"RHOC",692,1253,1757
"PPM1J",5,2,6
"RP11-426L16.9",1,0,1
"FAM19A3",0,0,0
"LINC01356",0,0,0
"RP3-522D1.1",0,0,1
"SLC16A1",90,238,311
"SLC16A1-AS1",342,197,336
"RP11-31F15.2",17,9,14
"LRIG2",148,72,152
"RLIMP2",0,0,1
"RP11-389O22.4",12,1,6
"RP11-389O22.5",5,0,0
"MAGI3",49,15,40
"RP11-512F24.1",5,5,4
"PHTF1",93,157,353
"RP4-730K3.3",0,0,2
"RSBN1",1167,905,1452
"RP5-1073O3.2",1,1,0
"PTPN22",560,1090,1915
"AP4B1-AS1",6,10,19
"BCL2L15",10,7,16
"AP4B1",99,97,185
"DCLRE1B",21,24,45
"HIPK1-AS1",271,127,283
"HIPK1",316,479,651
"OLFML3",0,2,6
"SYT6",0,0,1
"TRIM33",510,307,584
"EIF2S2P5",0,0,2
"PKMP1",0,1,0
"BCAS2",811,1390,2158
"DENND2C",14,5,10
"AMPD1",0,0,0
"NRAS",155,182,317
"CSDE1",4079,1980,3792
"SIKE1",367,335,548
"TSPAN2",329,59,82
"RP4-663N10.1",0,0,0
"NGF",0,1,0
"VANGL1",15,32,62
"CASQ2",0,0,0
"SLC22A15",7,4,4
"MAB21L3",1,0,0
"ATP1A1",2496,1217,2487
"ATP1A1-AS1",9,8,20
"RP5-1086K13.1",2,0,3
"CD58",369,808,1049
"NAP1L4P1",40,76,175
"IGSF3",0,2,6
"CD2",8328,12726,19753
"FTH1P22",0,9,11
"RP4-753F5.1",0,0,0
"PTGFRN",2,6,5
"CD101",37,13,104
"RP11-27K13.3",0,1,0
"TTF2",198,171,231
"TRIM45",2,2,5
"RP11-188D8.1",7,8,6
"MAN1A2",768,784,928
"RP4-675C20.4",4,2,6
"AL157902.3",4,0,1
"FAM46C",295,1974,2620
"GDAP2",116,108,204
"WDR3",169,94,176
"SPAG17",0,0,0
"TBX15",0,1,1
"WARS2",106,108,179
"WARS2-IT1",0,2,0
"RBMX2P3",10,30,36
"RPS3AP12",30,49,58
"RP11-418J17.1",67,61,120
"HAO2",0,0,0
"LINC00622",0,0,0
"ZNF697",1,0,0
"PHGDH",48,9,32
"HMGCS2",0,6,14
"REG4",31,7,20
"RP5-1042I8.7",6,4,3
"NOTCH2",133,91,146
"RP11-114O18.1",0,0,0
"CH17-472G23.2",691,481,785
"U1",35,46,72
"PFN1P2",5,5,5
"NBPF8",72,59,94
"CH17-472G23.4",27,27,40
"NBPF26",68,89,73
"RNVU1-19",255,153,193
"FCGR1B",0,0,1
"RP11-439A17.10",0,0,0
"RP11-439A17.9",0,0,1
"FAM72B",5,8,8
"SRGAP2C",226,257,422
"CH17-437K3.1",3,0,2
"RP11-344P13.4",1,0,1
"RP11-344P13.3",0,1,0
"RP11-344P13.6",140,26,49
"EMBP1",92,33,74
"NBPF17P",2,2,1
"RP11-403I13.5",17,2,11
"RP11-403I13.4",4,0,2
"FAM91A3P",0,0,0
"RP11-403I13.7",29,15,22
"RP11-403I13.9",0,3,3
"HIST2H2BB",0,0,0
"RP5-998N21.4",0,0,0
"FAM72C",0,0,2
"RP11-14N7.2",0,0,1
"PPIAL4E",2,0,0
"RNVU1-15",120,58,102
"RP11-763B22.4",360,175,292
"RP11-763B22.3",0,0,3
"NBPF15",83,47,47
"U1.2",48,69,89
"U1.3",5,5,8
"U1.4",19,12,18
"RP11-289H16.1",0,0,0
"SRGAP2B",215,249,358
"FAM72D",0,2,4
"RP11-403I13.8",251,122,207
"RP11-289I10.2",0,1,1
"CH17-373J23.1",367,112,234
"RP11-89F3.2",31,9,13
"U1.7",31,13,26
"NBPF25P",0,1,4
"GPR89A",192,134,241
"PDZK1",2,5,7
"CD160",172,387,730
"RNF115",893,652,1242
"POLR3C",197,109,183
"NUDT17",36,16,20
"PIAS3",74,86,122
"ANKRD35",18,74,154
"ITGA10",12,16,14
"PEX11B",135,119,185
"RBM8A",1937,2840,4562
"GNRHR2",49,16,30
"LIX1L",485,384,626
"ANKRD34A",15,12,24
"POLR3GL",1997,1293,2332
"TXNIP",51090,6543,14722
"HFE2",0,0,1
"RNVU1-6",75,33,53
"NBPF10",138,147,149
"CH17-353B19.1",18,2,3
"CH17-385C13.2",4,0,5
"U1.8",21,10,21
"RP11-640M9.4",0,4,4
"NBPF12",241,214,329
"PFN1P8",0,1,1
"RP11-325P15.1",0,0,1
"RP11-325P15.2",20,31,60
"PRKAB2",127,67,131
"RP11-337C18.8",12,12,13
"FMO5",23,10,17
"PDIA3P1",81,56,131
"CCT8P1",5,7,6
"RPL7AP15",0,1,1
"CHD1L",162,120,220
"LINC00624",1,1,4
"BCL9",65,20,23
"ACP6",141,180,190
"GJA5",0,1,0
"GPR89B",159,111,184
"RP6-74O6.2",0,0,0
"XXyac-YX155B6.7",11,0,0
"RP11-94I2.4",1,0,1
"RNVU1-7",0,3,2
"NBPF11",86,58,97
"ABHD17AP1",1,1,1
"RP4-565E6.1",0,0,0
"XXyac-YX155B6.5",0,0,0
"RNU1-120P",16,7,7
"LINC01138",390,250,341
"RNU1-122P",4,6,6
"RP6-74O6.6",0,0,0
"RNU1-13P",3,3,8
"RP11-495P10.1",69,15,26
"RNVU1-3",1,0,0
"RP11-495P10.10",0,0,2
"PPIAL4G",36,4,12
"U1.9",188,137,145
"NBPF14",280,287,327
"NUDT4P1",2,11,11
"PDE4DIP",164,268,375
"NBPF9",63,20,33
"CH17-189H20.1",1074,651,1304
"WI2-1896O14.1",0,0,0
"RP11-326G21.1",27,15,15
"NBPF19",399,362,480
"LINC00869",1144,598,1026
"U1.10",5,7,20
"RP11-353N4.5",0,0,0
"FCGR1A",0,1,7
"HIST2H2BF",31,20,39
"RP11-196G18.3",0,0,0
"HIST2H3D",2,1,3
"HIST2H4A",1,0,2
"HIST2H2BD",3,0,1
"RP11-196G18.22",48,11,20
"RP11-196G18.24",21,5,11
"HIST2H2BC",70,36,57
"HIST2H4B",4,4,5
"RP11-196G18.23",29,5,21
"HIST2H2BE",210,70,192
"HIST2H2AC",464,224,367
"HIST2H2AB",18,8,12
"BOLA1",270,88,174
"SV2A",39,34,49
"SF3B4",500,327,589
"MTMR11",2,0,3
"OTUD7B",113,133,160
"VPS45",214,111,200
"PLEKHO1",395,311,591
"ANP32E",1732,1144,1791
"RNU2-17P",4,1,0
"RP4-790G17.7",2,0,0
"CA14",3,1,0
"APH1A",1440,771,1354
"C1orf54",46,10,23
"CIART",19,0,5
"MRPS21",2774,1555,2496
"PRPF3",344,208,384
"RPRD2",414,270,394
"TARS2",155,130,179
"ECM1",1,1,2
"FALEC",19,9,15
"RP11-54A4.2",0,0,1
"ADAMTSL4",5,22,30
"ADAMTSL4-AS1",51,81,137
"MCL1",2564,5228,9766
"ENSA",2280,1710,2828
"GOLPH3L",156,95,158
"HORMAD1",1,1,2
"CTSS",2615,1632,2790
"CTSK",15,11,19
"ARNT",161,151,255
"SETDB1",145,73,118
"CERS2",597,449,692
"RP11-316M1.12",1,1,0
"RP11-316M1.3",0,2,4
"ANXA9",0,2,5
"BNIPL",4,3,7
"C1orf56",4478,1482,3143
"CDC42SE1",3207,1516,2721
"MLLT11",178,47,97
"GABPB2",485,202,332
"RP11-68I18.10",1,0,0
"SEMA6C",15,2,8
"TNFAIP8L2",208,99,198
"SCNM1",672,376,588
"LYSMD1",9,5,7
"TMOD4",1,1,2
"VPS72",346,242,370
"PIP5K1A",152,142,197
"PSMD4",1795,1087,1746
"RP11-126K1.2",8,5,15
"ZNF687",67,41,76
"PI4KB",416,247,444
"RP11-126K1.9",0,1,1
"RFX5",208,272,362
"RP11-126K1.8",0,1,0
"RP11-126K1.6",25,30,45
"SELENBP1",0,2,2
"PSMB4",1113,754,1210
"POGZ",351,294,457
"CGN",0,3,0
"TUFT1",12,10,24
"RP11-74C1.4",5,7,22
"RP11-74C1.2",6,13,28
"RP11-404E16.1",0,0,0
"SNX27",342,183,337
"RP11-98D18.15",0,2,0
"RP11-98D18.7",1,0,1
"MRPL9",1025,634,970
"OAZ3",6,8,7
"RP11-98D18.16",1,0,1
"TDRKH",60,40,66
"LINGO4",1,0,0
"RORC",76,54,96
"C2CD4D",35,15,33
"AL450992.2",3,6,4
"THEM5",0,1,1
"THEM4",1298,364,652
"S100A10",10031,4694,7184
"AL591893.1",0,0,0
"S100A11",5694,4276,7422
"TCHH",2,2,10
"FLG-AS1",0,0,0
"RP11-107M16.2",0,0,0
"CRCT1",0,0,0
"LCE1E",0,0,3
"IVL",0,4,5
"SPRR2B",0,0,0
"SPRR2F",0,0,0
"PRR9",0,0,0
"LOR",0,0,1
"PGLYRP4",0,0,0
"S100A9",114,63,87
"S100A12",4,5,5
"S100A8",29,64,58
"BX470102.3",0,1,0
"S100A6",17687,11103,16222
"S100A5",23,4,13
"S100A4",33551,25807,35691
"S100A3",0,0,0
"S100A2",6,9,5
"S100A16",0,3,4
"S100A14",0,1,1
"S100A13",16,15,24
"RP1-178F15.4",2,5,2
"CHTOP",736,452,795
"SNAPIN",475,392,572
"ILF2",1180,1061,1722
"NPR1",0,0,0
"INTS3",184,96,177
"AL513523.2",0,0,0
"SLC27A3",123,94,174
"GATAD2B",504,388,680
"RP11-216N14.7",22,23,33
"RP11-759F5.1",0,1,1
"DENND4B",185,93,138
"CRTC2",234,136,240
"SLC39A1",334,338,479
"RP11-422P24.10",1,0,1
"CREB3L4",69,42,65
"JTB",3536,2161,3542
"RP11-422P24.11",35,8,12
"RAB13",8,9,11
"RPS27",276558,117615,187117
"NUP210L",0,0,0
"RP11-422P24.9",39,16,31
"TPM3",5781,3760,6608
"RN7SL431P",0,1,0
"C1orf43",1055,953,1494
"UBAP2L",303,205,312
"HAX1",1737,985,1546
"AQP10",4,0,1
"ATP8B2",494,149,266
"RP11-350G8.5",27,8,17
"IL6R",597,253,319
"SHE",3,0,0
"RP11-350G8.9",2,0,0
"TDRD10",0,0,0
"UBE2Q1",336,231,430
"RP11-61L14.6",0,0,0
"ADAR",1916,1280,1944
"KCNN3",0,4,2
"PMVK",690,696,928
"RP11-307C12.13",34,43,81
"PBXIP1",3177,2232,3168
"Metazoa-SRP.8",26,27,37
"PYGO2",213,147,262
"RP11-307C12.12",39,16,21
"SHC1",149,126,202
"CKS1B",331,173,300
"FLAD1",275,179,309
"ZBTB7B",165,168,208
"DCST2",2,0,1
"DCST1",1,1,0
"ADAM15",78,64,92
"EFNA4",63,57,102
"EFNA3",13,13,13
"EFNA1",9,0,2
"SLC50A1",401,213,362
"DPM3",842,549,930
"KRTCAP2",1906,1448,2248
"TRIM46",57,12,25
"MUC1",19,6,6
"RP11-263K19.4",2,8,9
"THBS3",43,5,16
"MTX1",330,189,349
"GBAP1",12,12,7
"GBA",8,19,18
"FAM189B",71,33,64
"SCAMP3",432,296,500
"CLK2",68,62,57
"HCN3",5,0,4
"PKLR",0,0,1
"FDPS",1104,791,1308
"RUSC1-AS1",10,3,4
"RUSC1",112,97,138
"ASH1L",1657,1191,1987
"ASH1L-IT1",0,2,1
"POU5F1P4",1,1,1
"ASH1L-AS1",73,39,79
"MSTO1",104,47,61
"RP11-29H23.5",3,0,0
"YY1AP1",273,216,338
"DAP3",1655,793,1286
"GON4L",1005,606,955
"SYT11",158,236,365
"RIT1",236,260,479
"KIAA0907",752,253,359
"ARHGEF2",538,304,469
"RP11-336K24.12",11,5,12
"SSR2",8157,3358,5815
"UBQLN4",101,61,99
"LAMTOR2",1096,760,1243
"RAB25",33,1,4
"MEX3A",3,0,0
"LMNA",485,2661,4112
"SEMA4A",25,219,240
"SLC25A44",79,149,192
"PMF1-BGLAP",6,5,4
"PMF1",789,770,1443
"BGLAP",4,1,2
"PAQR6",11,18,30
"SMG5",125,96,162
"TMEM79",65,18,44
"GLMP",158,99,179
"CCT3",1820,1043,1737
"TSACC",1,3,4
"C1orf61",28,29,47
"RP11-98G7.1",4,5,14
"MEF2D",101,240,312
"RP11-284F21.8",2,0,5
"IQGAP3",0,7,1
"TTC24",7,9,31
"GPATCH4",554,315,488
"RP11-284F21.11",0,0,0
"HAPLN2",0,0,0
"RP11-284F21.9",0,1,0
"BCAN",0,1,1
"RP11-284F21.10",0,1,1
"NES",0,1,0
"RP11-66D17.3",1,4,0
"CRABP2",2,1,6
"ISG20L2",568,483,972
"RRNAD1",77,82,144
"MRPL24",558,298,530
"HDGF",321,307,499
"PRCC",306,305,521
"SH2D2A",651,1078,1657
"NTRK1",0,25,20
"INSRR",0,0,3
"PEAR1",0,0,0
"ARHGEF11",17,3,3
"RN7SL612P",0,0,0
"RP11-110J1.2",5,10,14
"ETV3L",0,0,0
"ETV3",137,230,494
"RP11-71G12.1",0,0,0
"FCRL5",0,7,7
"FCRL4",0,0,0
"FCRL3",137,208,268
"RP11-367J7.3",2,3,2
"RP11-367J7.4",0,0,1
"FCRL2",2,3,6
"FCRL1",4,3,3
"CD5L",0,0,6
"KIRREL",0,0,0
"ELL2P1",1,0,1
"CD1D",7,7,14
"RP11-404O13.4",0,0,0
"RP11-404O13.5",0,0,0
"CD1A",0,0,0
"CD1C",3,13,24
"CD1B",0,1,2
"CD1E",0,5,17
"RP11-144L1.8",0,2,1
"SPTA1",0,0,0
"MNDA",59,83,205
"PYHIN1",1709,1755,3215
"IFI16",2709,3744,6249
"AIM2",85,142,192
"CADM3",0,0,0
"ACKR1",0,0,0
"FCER1A",3,8,7
"APCS",0,16,7
"CRP",0,8,13
"DUSP23",374,321,696
"FCRL6",256,240,514
"SLAMF8",10,14,46
"C1orf204",19,4,12
"VSIG8",7,3,6
"RP11-190A12.8",3,0,1
"CFAP45",5,2,8
"RP11-190A12.9",3,1,2
"TAGLN2",5461,2810,4104
"IGSF9",0,0,0
"SLAMF9",0,0,0
"LINC01133",1,0,0
"KCNJ10",0,0,3
"RP11-226L15.5",7,4,5
"PIGM",115,60,106
"IGSF8",349,205,376
"ATP1A2",0,0,0
"ATP1A4",0,10,7
"CASQ1",0,0,0
"RP11-536C5.7",2,0,4
"PEA15",134,144,209
"DCAF8",352,262,449
"RP11-574F21.3",3,1,2
"RP11-574F21.2",13,5,6
"PEX19",269,152,281
"COPA",570,437,798
"SUMO1P3",1,7,9
"NCSTN",209,180,322
"NHLH1",1,0,2
"VANGL2",0,0,0
"SLAMF6",440,354,725
"RP11-528G1.2",10,6,6
"CD84",1850,1080,1977
"SLAMF1",322,718,1137
"SETP9",1,9,10
"RP11-404F10.2",10,11,19
"CD48",10548,3698,5740
"SLAMF7",217,299,539
"LY9",1009,497,918
"CD244",104,107,221
"ITLN1",2,0,2
"RP11-312J18.5",4,6,13
"ITLN2",0,0,0
"F11R",81,55,103
"TSTD1",2449,1543,2318
"USF1",41,25,34
"ARHGAP30",2652,1640,2807
"RP11-544M22.8",0,0,0
"KLHDC9",24,5,6
"PFDN2",1054,1008,1543
"NIT1",215,179,224
"DEDD",154,133,188
"UFC1",3431,1648,2798
"RP11-297K8.2",4,1,7
"USP21",90,51,74
"PPOX",185,90,162
"B4GALT3",392,421,659
"ADAMTS4",5,1,8
"NDUFS2",898,627,1002
"FCER1G",135,327,304
"APOA2",0,357,324
"TOMM40L",43,43,58
"NR1I3",4,6,3
"MPZ",25,8,23
"SDHC",1438,941,1555
"CFAP126",0,0,0
"RP11-122G18.7",8,6,11
"FCGR2A",6,19,26
"HSPA6",9,268,2372
"FCGR3A",273,562,502
"FCGR2C",1,1,2
"HSPA7",0,1,5
"FCGR3B",0,4,10
"FCGR2B",4,38,46
"RPL31P11",13,7,4
"FCRLA",1,2,1
"FCRLB",25,15,18
"DUSP12",359,153,283
"RP11-474I16.8",5,0,6
"ATF6",812,402,705
"RP11-456P18.2",1,4,10
"OLFML2B",1,2,2
"NOS1AP",5,0,1
"C1orf226",0,0,0
"SH2D1B",8,65,27
"UHMK1",1050,524,953
"RP11-359K18.3",10,1,13
"UAP1",225,184,313
"RP11-359K18.4",0,2,3
"DDR2",6,2,1
"HSD17B7",180,228,375
"RGS4",0,16,22
"RGS5",16,10,21
"RGS5.1",24,17,22
"NUF2",18,29,54
"U3.2",0,0,0
"HMGB3P6",0,0,2
"PBX1",10,0,3
"RP11-477H21.2",0,1,1
"RP11-506O24.2",0,0,1
"RXRG",0,5,6
"RP11-306I1.1",0,0,0
"RP11-306I1.2",0,0,5
"MGST3",1649,945,1465
"ALDH9A1",600,549,899
"RP11-466F5.3",3,1,3
"RP11-466F5.4",1,1,0
"RP11-466F5.6",5,3,1
"RP11-466F5.10",4,0,4
"TMCO1",1506,1602,2717
"RP11-466F5.8",5,3,6
"RP11-466F5.9",0,1,2
"UCK2",13,33,67
"FAM78B",0,24,15
"RP11-9L18.2",0,1,0
"RPL4P2",1,0,0
"POGK",223,123,179
"TADA1",61,40,42
"DUTP6",3,0,2
"ILDR2",0,3,1
"MAEL",0,1,0
"GPA33",52,4,8
"DUSP27",0,0,0
"RP11-277B15.3",4,2,6
"POU2F1",240,183,266
"RP11-52A20.2",8,3,8
"CD247",2320,2095,2848
"RP11-104L21.3",7,11,8
"CREG1",168,80,199
"RP3-455J7.4",4,4,7
"RCSD1",2217,1029,2012
"MPZL1",57,39,109
"ADCY10",0,0,2
"RP1-313L4.3",0,0,0
"MPC2",1102,1006,1557
"DCAF6",205,192,414
"GCSHP5",2,2,3
"GPR161",3,0,6
"TIPRL",599,510,973
"RPL34P1",7,8,5
"SFT2D2",291,297,454
"ANKRD36BP1",360,362,513
"TBX19",28,18,27
"RP5-968D22.3",7,0,5
"XCL2",325,925,2452
"RP4-738P11.3",0,0,0
"XCL1",109,646,1500
"RP4-738P11.4",0,0,0
"DPT",0,0,0
"ATP1B1",63,351,374
"NME7",215,175,302
"BLZF1",209,155,274
"CCDC181",1,0,0
"SLC19A2",11,13,37
"RP1-206D15.6",3,0,1
"F5",35,286,198
"SELP",2,26,22
"C1orf112",28,22,40
"SELL",4400,1011,1251
"SELE",0,0,0
"METTL18",234,112,234
"SCYL3",169,103,170
"RN7SL333P",2,0,0
"KIFAP3",206,189,297
"RP11-576I22.2",0,0,0
"GORAB",79,60,101
"PRRX1",0,1,0
"RP1-79C4.4",0,0,0
"FMO3",0,1,5
"FMO2",0,1,0
"FMO1",0,0,0
"FMO4",22,21,35
"RP4-798A17.5",0,1,0
